182|0
188|0
204|574
203|595
205|612
206|614
208|619
216|630
217|641
218|651
219|654
225|662
226|670
207|658
204|637
205|616
217|626
255|677
254|726
270|779
261|785
262|793
264|787
265|791
255|784
257|777
249|761
248|754
249|746
250|747
265|764
286|801
308|859
309|903
317|934
326|952
328|971
316|970
318|962
333|967
330|981
293|956
292|915
294|879
321|907
313|928
307|941
301|921
296|904
291|888
295|882
297|883
304|896
314|915
331|949
330|975
342|1003
325|997
324|991
354|1003
360|1038
368|1082
371|1099
372|1111
373|1116
374|1119
381|1128
384|1139
387|1152
389|1160
390|1166
392|1171
393|1175
382|1167
361|1136
350|1093
356|1067
357|1063
359|1072
363|1079
371|1093
391|1125
398|1160
402|1191
403|1203
397|1202
394|1194
397|1188
396|1187
398|1191
399|1193
393|1190
411|1203
417|1221
428|1256
429|1274
456|1313
446|1331
451|1353
459|1356
456|1366
460|1375
458|1374
451|1369
455|1364
452|1358
446|1353
451|1349
448|1345
444|1343
476|1368
478|1398
480|1434
503|1461
502|1485
504|1509
496|1502
511|1511
518|1525
531|1560
543|1592
544|1618
516|1603
512|1572
511|1539
514|1537
524|1549
522|1560
523|1569
535|1580
558|1616
576|1669
589|1723
584|1749
580|1753
582|1746
581|1743
580|1743
571|1732
570|1721
578|1719
616|1764
609|1803
610|1835
603|1822
604|1817
614|1821
615|1833
616|1845
614|1845
612|1842
604|1830
601|1817
606|1811
604|1811
600|1810
599|1803
600|1799
609|1808
614|1823
607|1830
631|1852
629|1867
631|1891
637|1897
653|1921
661|1951
660|1974
661|1982
705|2026
721|2087
719|2145
722|2162
707|2148
720|2149
725|2152
721|2166
729|2175
730|2180
729|2188
730|2189
718|2177
728|2176
733|2179
709|2170
712|2154
699|2120
670|2081
671|2040
670|2011
655|1996
641|1966
658|1954
661|1960
659|1978
648|1968
649|1956
644|1941
643|1936
642|1929
643|1928
636|1921
656|1935
660|1952
670|1986
677|2007
679|2026
676|2032
658|2013
659|1993
651|1968
656|1966
637|1944
632|1925
625|1894
624|1881
585|1834
590|1799
591|1766
594|1775
595|1780
596|1785
607|1798
584|1787
586|1777
587|1757
597|1770
589|1773
588|1774
589|1766
599|1776
597|1785
606|1802
592|1795
612|1810
614|1818
608|1834
602|1824
601|1811
574|1777
567|1742
557|1698
535|1659
533|1625
534|1602
535|1602
509|1578
520|1564
525|1554
539|1584
535|1599
546|1620
551|1632
566|1663
571|1688
564|1701
567|1702
556|1687
566|1689
567|1689
566|1699
579|1712
610|1755
613|1802
620|1843
621|1854
598|1839
599|1818
626|1823
633|1858
659|1918
641|1933
642|1942
643|1926
641|1926
642|1926
646|1929
661|1949
662|1969
668|1991
674|2004
676|2018
681|2031
689|2046
690|2060
689|2068
677|2056
697|2063
700|2074
712|2109
702|2114
704|2118
707|2113
708|2119
705|2120
706|2119
709|2120
704|2119
705|2118
706|2115
705|2116
698|2109
694|2097
693|2085
694|2081
692|2079
689|2075
686|2067
688|2063
694|2068
720|2102
721|2135
733|2174
732|2186
716|2181
702|2150
704|2122
710|2116
701|2115
698|2109
703|2102
704|2105
702|2109
703|2109
723|2128
713|2139
722|2158
724|2159
739|2185
740|2203
741|2220
743|2224
741|2225
727|2211
724|2192
704|2155
699|2127
715|2118
710|2124
699|2124
698|2107
691|2088
694|2083
682|2067
683|2059
684|2049
682|2049
656|2022
657|1995
662|1975
664|1983
668|1994
662|1994
665|1995
649|1976
667|1981
666|1982
667|2000
639|1972
637|1943
639|1915
620|1896
618|1877
621|1859
617|1856
604|1842
605|1826
606|1815
601|1812
603|1810
606|1810
609|1818
610|1825
611|1830
615|1836
617|1843
615|1847
621|1853
619|1855
621|1861
612|1852
602|1835
601|1815
617|1820
618|1836
631|1866
626|1875
633|1890
609|1868
607|1849
610|1826
611|1828
610|1831
615|1836
619|1844
622|1856
621|1862
622|1865
626|1869
637|1885
613|1876
603|1853
612|1828
614|1829
611|1837
607|1832
628|1846
639|1874
643|1910
644|1926
643|1930
642|1929
641|1926
642|1925
641|1924
642|1925
648|1931
649|1939
652|1949
654|1955
657|1963
659|1970
682|1998
687|2028
688|2057
689|2064
678|2055
697|2064
699|2074
703|2099
720|2122
711|2134
712|2143
714|2137
713|2139
699|2126
698|2110
707|2104
710|2115
702|2119
694|2106
684|2080
682|2060
676|2042
680|2038
679|2035
662|2021
666|2007
668|1996
681|2015
671|2020
665|2017
666|2002
662|1993
629|1957
641|1932
632|1902
633|1906
632|1897
641|1906
644|1917
641|1926
647|1932
643|1931
641|1931
642|1926
643|1926
645|1930
647|1935
646|1938
645|1938
648|1939
649|1942
648|1945
637|1934
604|1889
605|1846
600|1809
601|1806
599|1800
598|1798
597|1794
591|1786
592|1780
590|1773
591|1773
565|1746
576|1732
577|1718
578|1731
581|1736
583|1742
586|1750
587|1756
598|1771
604|1789
607|1809
604|1815
602|1813
609|1815
606|1817
609|1824
620|1835
621|1850
629|1870
622|1872
620|1871
618|1860
620|1858
632|1870
654|1906
660|1946
661|1975
658|1979
657|1976
656|1971
680|1993
682|2018
688|2050
680|2050
673|2041
663|2016
665|2001
668|1996
663|1996
669|2000
670|2002
662|2001
668|2000
665|1995
672|2005
678|2015
676|2026
679|2033
680|2035
673|2032
674|2027
677|2024
678|2029
679|2034
680|2037
681|2040
659|2020
664|2004
662|1985
657|1983
664|1983
663|1984
666|1993
696|2025
712|2074
708|2116
709|2129
710|2127
725|2144
729|2164
735|2189
731|2195
732|2198
749|2212
746|2227
726|2221
727|2199
732|2185
741|2200
734|2207
733|2208
723|2190
722|2178
720|2165
722|2164
719|2161
711|2152
695|2125
696|2102
699|2090
700|2095
701|2100
724|2125
725|2150
722|2171
723|2170
715|2160
716|2154
717|2148
714|2147
715|2146
717|2146
716|2148
715|2148
723|2154
728|2166
729|2180
733|2190
734|2196
735|2202
736|2205
